"id","content","annotations__id","annotations__tag_id","annotations__end","annotations__start","annotations__example_id","annotations__tag_name","annotations__value","annotations__correct","annotations__human_annotations__timestamp","annotations__human_annotations__annotator_id","annotations__human_annotations__tagged_token_id","annotations__human_annotations__name","annotations__human_annotations__reason"
"","","800e6c6c-0bfb-4819-a25a-34f759753457","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","762","754","18c2f619-f102-452f-ab81-d26f7e283ffe","MedicalCondition","diarrhea","null","2020-03-21T00:26:07.368000Z","1","800e6c6c-0bfb-4819-a25a-34f759753457","Ashpat123","exploration"
"","","8214556a-7584-4d9b-86cd-5e09137ad904","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","880","870","18c2f619-f102-452f-ab81-d26f7e283ffe","MedicalCondition","flatulence","null","2020-03-21T00:26:41.322000Z","1","8214556a-7584-4d9b-86cd-5e09137ad904","Ashpat123","exploration"
"","","98968e14-6756-4174-9d3d-7abd58b3aa34","c06bd022-6ded-44a5-8d90-f17685bb85a1","833","823","18c2f619-f102-452f-ab81-d26f7e283ffe","Medicine","loperamide","null","2020-03-21T00:26:12.759000Z","1","98968e14-6756-4174-9d3d-7abd58b3aa34","Ashpat123","exploration"
"","","a0a03c7b-cfad-41ee-9f5c-f8a802475994","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","853","852","18c2f619-f102-452f-ab81-d26f7e283ffe","MedicalCondition"," ","null","","","","",""
"","","bfbddfd4-38aa-43a7-9366-24c95829ac8c","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","469","461","18c2f619-f102-452f-ab81-d26f7e283ffe","MedicalCondition","diarrhea","null","2020-03-21T00:25:06.921000Z","1","bfbddfd4-38aa-43a7-9366-24c95829ac8c","Ashpat123","exploration"
"","","d7d68c18-0d8e-4547-a2fa-81fdcaf3080e","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","543","535","18c2f619-f102-452f-ab81-d26f7e283ffe","MedicalCondition","diarrhea","null","2020-03-21T00:25:12.203000Z","1","d7d68c18-0d8e-4547-a2fa-81fdcaf3080e","Ashpat123","exploration"
"","","ee956220-42a4-4a91-b9f0-75019c4f5dd9","c06bd022-6ded-44a5-8d90-f17685bb85a1","704","692","18c2f619-f102-452f-ab81-d26f7e283ffe","Medicine","Racecadotril","null","2020-03-21T00:25:56.503000Z","1","ee956220-42a4-4a91-b9f0-75019c4f5dd9","Ashpat123","exploration"
"","","f04a6b7e-8904-405c-9301-e4543238b7a5","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","571","563","18c2f619-f102-452f-ab81-d26f7e283ffe","MedicalCondition","diarrhea","null","2020-03-21T00:25:18.043000Z","1","f04a6b7e-8904-405c-9301-e4543238b7a5","Ashpat123","exploration"
"487c93e3-0d45-4088-a378-cf3a01c8953d","Diarrhea, also spelled diarrhoea, is the condition of having at least three loose, liquid, or watery bowel movements each day.[2] It often lasts for a few days and can result in dehydration due to fluid loss.[2] Signs of dehydration often begin with loss of the normal stretchiness of the skin and irritable behaviour.[2] This can progress to decreased urination, loss of skin color, a fast heart rate, and a decrease in responsiveness as it becomes more severe.[2] Loose but non-watery stools in babies who are exclusively breastfed, however, are normal.[2]","28601a42-c8a9-44e2-aeea-8939cb1db1a9","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","382","364","487c93e3-0d45-4088-a378-cf3a01c8953d","MedicalCondition","loss of skin color","null","2020-03-21T00:23:08.961000Z","1","28601a42-c8a9-44e2-aeea-8939cb1db1a9","Ashpat123","exploration"
"","","63722e91-3f62-4951-9159-688448406d2a","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","8","0","487c93e3-0d45-4088-a378-cf3a01c8953d","MedicalCondition","Diarrhea","null","2020-03-21T00:22:23.535000Z","1","63722e91-3f62-4951-9159-688448406d2a","Ashpat123","exploration"
"","","78c60aa6-bfee-46b4-bab3-0e5566551bca","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","116","94","487c93e3-0d45-4088-a378-cf3a01c8953d","MedicalCondition","watery bowel movements","null","2020-03-21T00:22:35.157000Z","1","78c60aa6-bfee-46b4-bab3-0e5566551bca","Ashpat123","exploration"
"","","81f7b1d3-ac4f-4239-aef4-eb1402d66257","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","189","178","487c93e3-0d45-4088-a378-cf3a01c8953d","MedicalCondition","dehydration","null","2020-03-21T00:22:56.913000Z","1","81f7b1d3-ac4f-4239-aef4-eb1402d66257","Ashpat123","exploration"
"","","dec80dca-33ab-4392-8d72-f0524695992f","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","232","221","487c93e3-0d45-4088-a378-cf3a01c8953d","MedicalCondition","dehydration","null","2020-03-21T00:22:49.804000Z","1","dec80dca-33ab-4392-8d72-f0524695992f","Ashpat123","exploration"
"","","dff63591-717a-4de7-8cc3-70d8978036f0","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","32","23","487c93e3-0d45-4088-a378-cf3a01c8953d","MedicalCondition","diarrhoea","null","2020-03-21T00:22:26.974000Z","1","dff63591-717a-4de7-8cc3-70d8978036f0","Ashpat123","exploration"
"","","e7c60bff-6087-43f1-91e8-3436af311ceb","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","435","409","487c93e3-0d45-4088-a378-cf3a01c8953d","MedicalCondition","decrease in responsiveness","null","2020-03-21T00:23:36.374000Z","1","e7c60bff-6087-43f1-91e8-3436af311ceb","Ashpat123","exploration"
"","","ee1170b3-1a3c-422c-97a3-aa6acf2e91b7","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","401","386","487c93e3-0d45-4088-a378-cf3a01c8953d","MedicalCondition","fast heart rate","null","2020-03-21T00:23:16.223000Z","1","ee1170b3-1a3c-422c-97a3-aa6acf2e91b7","Ashpat123","exploration"
"d5056874-895a-4a7f-9e0f-828d414d65d9","Antiretroviral therapy (ART) is recommended for all HIV-infected individuals to reduce the risk of disease progression.\nART also is recommended for HIV-infected individuals for the prevention of transmission of HIV.\nPatients starting ART should be willing and able to commit to treatment and understand the benefits and risks of therapy and the importance of adherence. Patients may choose to postpone therapy, and providers, on a case-by-case basis, may elect to defer therapy on the basis of clinical and/or psychosocial factors.","0a4b4cc2-3a07-4817-8ccc-8fa1f945573d","c06bd022-6ded-44a5-8d90-f17685bb85a1","22","0","d5056874-895a-4a7f-9e0f-828d414d65d9","Medicine","Antiretroviral therapy","null","2020-03-21T00:17:11.110000Z","1","0a4b4cc2-3a07-4817-8ccc-8fa1f945573d","Ashpat123","exploration"
"","","4a992e38-8e4d-4010-968b-68a63a1bae1a","c06bd022-6ded-44a5-8d90-f17685bb85a1","27","24","d5056874-895a-4a7f-9e0f-828d414d65d9","Medicine","ART","null","2020-03-21T00:17:18.216000Z","1","4a992e38-8e4d-4010-968b-68a63a1bae1a","Ashpat123","exploration"
"","","69c0b8db-6a37-4954-bb18-dec28ddd1e84","c06bd022-6ded-44a5-8d90-f17685bb85a1","123","120","d5056874-895a-4a7f-9e0f-828d414d65d9","Medicine","ART","null","2020-03-21T00:17:49.711000Z","1","69c0b8db-6a37-4954-bb18-dec28ddd1e84","Ashpat123","exploration"
"","","7b7ac364-0c09-4b27-9b95-aecf5bf3af52","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","214","211","d5056874-895a-4a7f-9e0f-828d414d65d9","Pathogen","HIV","null","2020-03-21T00:17:58.043000Z","1","7b7ac364-0c09-4b27-9b95-aecf5bf3af52","Ashpat123","exploration"
"","","9489797e-5d3f-4b6c-a31d-5c6b03f17326","2340864c-0876-4ad1-8a34-600324a516d1","55","52","d5056874-895a-4a7f-9e0f-828d414d65d9","Pathogen","HIV","null","2020-03-21T00:17:28.384000Z","1","9489797e-5d3f-4b6c-a31d-5c6b03f17326","Ashpat123","exploration"
"","","c3f1807e-bc4e-4233-9e3d-e3c152532ee2","c06bd022-6ded-44a5-8d90-f17685bb85a1","237","234","d5056874-895a-4a7f-9e0f-828d414d65d9","Medicine","ART","null","2020-03-21T00:18:28.328000Z","1","c3f1807e-bc4e-4233-9e3d-e3c152532ee2","Ashpat123","exploration"
"","","caa44ccb-23fd-4027-98f4-08036cadfb2c","2340864c-0876-4ad1-8a34-600324a516d1","151","148","d5056874-895a-4a7f-9e0f-828d414d65d9","Pathogen","HIV","null","2020-03-21T00:17:35.417000Z","1","caa44ccb-23fd-4027-98f4-08036cadfb2c","Ashpat123","exploration"
"20c792c7-0c4b-42d0-8127-0e04113db384","The following drugs are considered as DMARDs: methotrexate, hydroxychloroquine, sulfasalazine, leflunomide, TNF-alpha inhibitors (certolizumab, infliximab and etanercept), abatacept, and anakinra. Rituximab and tocilizumab are monoclonal antibodies and are also DMARDs.[8] Use of tocilizumab is associated with a risk of increased cholesterol levels.[87]\n\nHydroxychloroquine, apart from its low toxicity profile, is considered effective in the moderate RA treatment.[88]\n\nThe most commonly used agent is methotrexate with other frequently used agents including sulfasalazine and leflunomide.[8] Leflunomide is effective when used from 6–12 months, with similar effectiveness to methotrexate when used for 2 years.[89] Sulfasalazine also appears to be most effective in the short-term treatment of rheumatoid arthritis.[90] Sodium aurothiomalate (gold) and cyclosporin are less commonly used due to more common adverse effects.[8] However, cyclosporin was found to be effective in the progressive RA when used up to one year.[91] Agents may be used in combinations however, people may experience greater side effects.[8][92] Methotrexate is the most important and useful DMARD and is usually the first treatment.[8][5][93] A combined approach with methotrexate and biologics improves ACR50, HAQ scores and RA remission rates.[94] Triple therapy consisting of methotrexate, sulfasalazine and hydroxychloroquine may also effectively control disease activity.[95] Adverse effects should be monitored regularly with toxicity including gastrointestinal, hematologic, pulmonary, and hepatic.[93] Side effects such as nausea, vomiting or abdominal pain can be reduced by taking folic acid.[96]","0e370ff5-fee6-45e1-adcb-d5f00fa33b0d","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","1589","1211","20c792c7-0c4b-42d0-8127-0e04113db384","MedicalCondition","[8][5][93] A combined approach with methotrexate and biologics improves ACR50, HAQ scores and RA remission rates.[94] Triple therapy consisting of methotrexate, sulfasalazine and hydroxychloroquine may also effectively control disease activity.[95] Adverse effects should be monitored regularly with toxicity including gastrointestinal, hematologic, pulmonary, and hepatic.[93] ","null","","","","",""
"","","1a836f40-1182-495e-9beb-847402b55407","c06bd022-6ded-44a5-8d90-f17685bb85a1","44","38","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","DMARDs","null","2020-03-21T00:06:01.830000Z","1","1a836f40-1182-495e-9beb-847402b55407","Ashpat123","exploration"
"","","1e654ecd-03d2-449a-9c2d-3bc629664151","c06bd022-6ded-44a5-8d90-f17685bb85a1","374","356","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","Hydroxychloroquine","null","2020-03-21T00:08:16.800000Z","1","1e654ecd-03d2-449a-9c2d-3bc629664151","Ashpat123","exploration"
"","","26a9596f-b14c-4984-8e95-fe99bdafb307","c06bd022-6ded-44a5-8d90-f17685bb85a1","950","939","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","cyclosporin","null","2020-03-21T00:09:43.395000Z","1","26a9596f-b14c-4984-8e95-fe99bdafb307","Ashpat123","exploration"
"","","2ca69e73-3021-4355-96e3-08df2ab00922","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","1639","1638","20c792c7-0c4b-42d0-8127-0e04113db384","MedicalCondition","l","null","","","","",""
"","","384d0a62-0f66-43f0-9152-840caf523e5e","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","1588","1212","20c792c7-0c4b-42d0-8127-0e04113db384","MedicalCondition","8][5][93] A combined approach with methotrexate and biologics improves ACR50, HAQ scores and RA remission rates.[94] Triple therapy consisting of methotrexate, sulfasalazine and hydroxychloroquine may also effectively control disease activity.[95] Adverse effects should be monitored regularly with toxicity including gastrointestinal, hematologic, pulmonary, and hepatic.[93]","null","","","","",""
"","","3b4e7d98-a306-445c-8729-d46fdfe6dcf0","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","269","262","20c792c7-0c4b-42d0-8127-0e04113db384","MedicalCondition","DMARDs.","null","","","","",""
"","","417ebf33-1cc6-41e5-960c-e2e8fe0a2db8","c06bd022-6ded-44a5-8d90-f17685bb85a1","78","60","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","hydroxychloroquine","null","2020-03-21T00:06:26.285000Z","1","417ebf33-1cc6-41e5-960c-e2e8fe0a2db8","Ashpat123","exploration"
"","","62225f17-13f4-463d-9bc3-9128d1a1594a","c06bd022-6ded-44a5-8d90-f17685bb85a1","731","718","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","Sulfasalazine","null","2020-03-21T00:09:16.436000Z","1","62225f17-13f4-463d-9bc3-9128d1a1594a","Ashpat123","exploration"
"","","65856ef3-af52-472f-a9ac-0ce1e3e84ef5","c06bd022-6ded-44a5-8d90-f17685bb85a1","248","227","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","monoclonal antibodies","null","2020-03-21T00:07:26.273000Z","1","65856ef3-af52-472f-a9ac-0ce1e3e84ef5","Ashpat123","exploration"
"","","67f923f2-c27b-4bf0-a7d7-500c544eefd4","c06bd022-6ded-44a5-8d90-f17685bb85a1","690","678","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","methotrexate","null","2020-03-21T00:09:09.912000Z","1","67f923f2-c27b-4bf0-a7d7-500c544eefd4","Ashpat123","exploration"
"","","71720586-98ab-493b-aa8e-7abe75575cd4","c06bd022-6ded-44a5-8d90-f17685bb85a1","206","197","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","Rituximab","null","2020-03-21T00:07:11.820000Z","1","71720586-98ab-493b-aa8e-7abe75575cd4","Ashpat123","exploration"
"","","877682ce-c33d-4ed8-8abf-7d26c10fff26","c06bd022-6ded-44a5-8d90-f17685bb85a1","1385","1372","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","sulfasalazine","null","2020-03-21T00:11:19.316000Z","1","877682ce-c33d-4ed8-8abf-7d26c10fff26","Ashpat123","exploration"
"","","8c5b1a61-6726-4951-bb68-bfdfda751625","c06bd022-6ded-44a5-8d90-f17685bb85a1","867","856","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","cyclosporin","null","2020-03-21T00:09:35.406000Z","1","8c5b1a61-6726-4951-bb68-bfdfda751625","Ashpat123","exploration"
"","","8c9e23b0-a9a8-4fb8-b591-388e8aa1c55e","c06bd022-6ded-44a5-8d90-f17685bb85a1","169","159","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","etanercept","null","2020-03-21T00:06:57.063000Z","1","8c9e23b0-a9a8-4fb8-b591-388e8aa1c55e","Ashpat123","exploration"
"","","98aef48d-e419-4acc-a171-1ee2c2c236ac","c06bd022-6ded-44a5-8d90-f17685bb85a1","142","130","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","certolizumab","null","2020-03-21T00:07:05.218000Z","1","98aef48d-e419-4acc-a171-1ee2c2c236ac","Ashpat123","exploration"
"","","9b29446b-44a0-47b4-92a1-fe23a7317819","c06bd022-6ded-44a5-8d90-f17685bb85a1","268","262","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","DMARDs","null","2020-03-21T00:07:39.195000Z","1","9b29446b-44a0-47b4-92a1-fe23a7317819","Ashpat123","exploration"
"","","a011ec96-3e7a-4d5e-a418-2c42340e5d83","c06bd022-6ded-44a5-8d90-f17685bb85a1","574","561","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","sulfasalazine","null","2020-03-21T00:08:40.995000Z","1","a011ec96-3e7a-4d5e-a418-2c42340e5d83","Ashpat123","exploration"
"","","a280057a-69cf-45e4-9163-f166dfd70bf6","c06bd022-6ded-44a5-8d90-f17685bb85a1","128","108","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","TNF-alpha inhibitors","null","2020-03-21T00:06:40.559000Z","1","a280057a-69cf-45e4-9163-f166dfd70bf6","Ashpat123","exploration"
"","","a99534be-1b93-4a82-9fe0-98e45e3bd7db","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","1680","1670","20c792c7-0c4b-42d0-8127-0e04113db384","MedicalCondition","folic acid","null","2020-03-21T00:11:00.669000Z","1","a99534be-1b93-4a82-9fe0-98e45e3bd7db","Ashpat123","exploration"
"","","ad903750-6bfa-4263-b7e5-72b027143625","c06bd022-6ded-44a5-8d90-f17685bb85a1","106","80","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","sulfasalazine, leflunomide","null","2020-03-21T00:06:34.882000Z","1","ad903750-6bfa-4263-b7e5-72b027143625","Ashpat123","exploration"
"","","b820f18b-0b97-49e7-b195-cede46ad3d41","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","1616","1610","20c792c7-0c4b-42d0-8127-0e04113db384","MedicalCondition","nausea","null","2020-03-21T00:10:43.280000Z","1","b820f18b-0b97-49e7-b195-cede46ad3d41","Ashpat123","exploration"
"","","bc058bb4-041c-46d4-8ea4-c11d7db9c763","c06bd022-6ded-44a5-8d90-f17685bb85a1","465","453","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","RA treatment","null","2020-03-21T00:08:23.760000Z","1","bc058bb4-041c-46d4-8ea4-c11d7db9c763","Ashpat123","exploration"
"","","bfd14cf1-5ca4-468d-8883-c661fc128925","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","817","797","20c792c7-0c4b-42d0-8127-0e04113db384","MedicalCondition","rheumatoid arthritis","null","2020-03-21T00:09:30.619000Z","1","bfd14cf1-5ca4-468d-8883-c661fc128925","Ashpat123","exploration"
"","","c411923d-519c-4589-a2a5-ec2297cc6f70","c06bd022-6ded-44a5-8d90-f17685bb85a1","606","595","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","Leflunomide","null","2020-03-21T00:09:02.396000Z","1","c411923d-519c-4589-a2a5-ec2297cc6f70","Ashpat123","exploration"
"","","d250dbfd-71fb-453b-9577-16ffab4428c7","c06bd022-6ded-44a5-8d90-f17685bb85a1","58","46","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","methotrexate","null","2020-03-21T00:06:08.995000Z","1","d250dbfd-71fb-453b-9577-16ffab4428c7","Ashpat123","exploration"
"","","d33766a7-8d00-4140-a6f2-2c6954598166","c06bd022-6ded-44a5-8d90-f17685bb85a1","844","823","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","Sodium aurothiomalate","null","2020-03-21T00:09:24.556000Z","1","d33766a7-8d00-4140-a6f2-2c6954598166","Ashpat123","exploration"
"","","d6ed06e2-0182-4c00-96fa-153af6304e37","c06bd022-6ded-44a5-8d90-f17685bb85a1","1136","1124","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","Methotrexate","null","2020-03-21T00:09:56.610000Z","1","d6ed06e2-0182-4c00-96fa-153af6304e37","Ashpat123","exploration"
"","","db86a2a0-82e8-4f03-a6c9-6fe7c4af6355","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","1644","1630","20c792c7-0c4b-42d0-8127-0e04113db384","MedicalCondition","abdominal pain","null","2020-03-21T00:10:55.947000Z","1","db86a2a0-82e8-4f03-a6c9-6fe7c4af6355","Ashpat123","exploration"
"","","dba256f9-a7e7-4efa-b77c-15d023854d4c","c06bd022-6ded-44a5-8d90-f17685bb85a1","590","579","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","leflunomide","null","2020-03-21T00:08:54.673000Z","1","dba256f9-a7e7-4efa-b77c-15d023854d4c","Ashpat123","exploration"
"","","ddc0af7a-87a1-483e-9f5f-15c16e3979e7","c06bd022-6ded-44a5-8d90-f17685bb85a1","1370","1358","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","methotrexate","null","2020-03-21T00:11:10.575000Z","1","ddc0af7a-87a1-483e-9f5f-15c16e3979e7","Ashpat123","exploration"
"","","ddc6c6b0-5a7f-477a-96bd-52bdf91763bc","c06bd022-6ded-44a5-8d90-f17685bb85a1","1626","1618","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","vomiting","null","2020-03-21T00:10:47.641000Z","1","ddc6c6b0-5a7f-477a-96bd-52bdf91763bc","Ashpat123","exploration"
"","","e6d12ca3-d1fc-4de1-a7e0-559318fd8af0","c06bd022-6ded-44a5-8d90-f17685bb85a1","516","504","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","methotrexate","null","2020-03-21T00:08:35.291000Z","1","e6d12ca3-d1fc-4de1-a7e0-559318fd8af0","Ashpat123","exploration"
"","","f5940306-b795-4660-82c9-4f9369b99611","c06bd022-6ded-44a5-8d90-f17685bb85a1","154","144","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","infliximab","null","2020-03-21T00:06:51.761000Z","1","f5940306-b795-4660-82c9-4f9369b99611","Ashpat123","exploration"
"","","f64e0fbc-61c8-4234-88e2-570b07aaff20","c06bd022-6ded-44a5-8d90-f17685bb85a1","1408","1390","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","hydroxychloroquine","null","2020-03-21T00:11:25.818000Z","1","f64e0fbc-61c8-4234-88e2-570b07aaff20","Ashpat123","exploration"
"","","f718b172-b1c6-4602-9e22-7c03ad8691bc","03eb3e50-d4d8-4261-a60b-fa5aee5deb4a","106","81","20c792c7-0c4b-42d0-8127-0e04113db384","MedicalCondition","ulfasalazine, leflunomide","null","","","","",""
"","","faf7794f-e8fe-4605-915a-c35e007760f9","c06bd022-6ded-44a5-8d90-f17685bb85a1","222","211","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","tocilizumab","null","2020-03-21T00:07:16.976000Z","1","faf7794f-e8fe-4605-915a-c35e007760f9","Ashpat123","exploration"
"","","fe8a286b-2318-48c6-93a0-d5e3e9589d0c","c06bd022-6ded-44a5-8d90-f17685bb85a1","291","280","20c792c7-0c4b-42d0-8127-0e04113db384","Medicine","tocilizumab","null","2020-03-21T00:07:52.036000Z","1","fe8a286b-2318-48c6-93a0-d5e3e9589d0c","Ashpat123","exploration"
"f5359e0d-4d4a-4707-95a3-4c627fc4a83b","The goals of treatment are to reduce pain, decrease inflammation, and improve a person's overall functioning.[5] This may be helped by balancing rest and exercise, the use of splints and braces, or the use of assistive devices.[1][6][7] Pain medications, steroids, and NSAIDs are frequently used to help with symptoms.[1] Disease-modifying antirheumatic drugs (DMARDs), such as hydroxychloroquine and methotrexate, may be used to try to slow the progression of disease.[1] Biological DMARDs may be used when disease does not respond to other treatments.[8] However, they may have a greater rate of adverse effects.[9] Surgery to repair, replace, or fuse joints may help in certain situations.[1] Most alternative medicine treatments are not supported by evidence.[10][11]","10411ff5-e343-40bf-95d5-39cd1cb16060","c06bd022-6ded-44a5-8d90-f17685bb85a1","413","401","f5359e0d-4d4a-4707-95a3-4c627fc4a83b","Medicine","methotrexate","null","2020-03-21T00:00:09.929000Z","1","10411ff5-e343-40bf-95d5-39cd1cb16060","Ashpat123","exploration"
"","","356b1994-f773-4721-afc2-629174c66dd1","c06bd022-6ded-44a5-8d90-f17685bb85a1","396","378","f5359e0d-4d4a-4707-95a3-4c627fc4a83b","Medicine","hydroxychloroquine","null","2020-03-21T00:00:15.443000Z","1","356b1994-f773-4721-afc2-629174c66dd1","Ashpat123","exploration"
"","","597312cd-ea97-45ae-b9b2-78a56379bac8","c06bd022-6ded-44a5-8d90-f17685bb85a1","490","473","f5359e0d-4d4a-4707-95a3-4c627fc4a83b","Medicine","Biological DMARDs","null","2020-03-20T23:59:54.267000Z","1","597312cd-ea97-45ae-b9b2-78a56379bac8","Ashpat123","exploration"
